"","Attrition","Gender","MonthlyIncome","PerformanceRating","Education2","Education3","Education4","Education5","EnvironmentSatisfaction.0.19","EnvironmentSatisfaction.0.09","EnvironmentSatisfaction0.26","EnvironmentSatisfaction0.56","JobSatisfaction.0.4","JobSatisfaction0.028","JobSatisfaction0.43","WorkLifeBalance.0.1","WorkLifeBalance0.05","WorkLifeBalance0.87","BusinessTravelTravel_Frequently","BusinessTravelTravel_Rarely","DepartmentResearch...Development","DepartmentSales","EducationFieldLife.Sciences","EducationFieldMarketing","EducationFieldMedical","EducationFieldOther","EducationFieldTechnical.Degree","JobLevel2","JobLevel3","JobLevel4","JobLevel5","JobRoleHuman.Resources","JobRoleLaboratory.Technician","JobRoleManager","JobRoleManufacturing.Director","JobRoleResearch.Director","JobRoleResearch.Scientist","JobRoleSales.Executive","JobRoleSales.Representative","MaritalStatusMarried","MaritalStatusSingle","NumCompaniesWorked.0.33","NumCompaniesWorked.0.07","NumCompaniesWorked0.36","StockOptionLevel1","StockOptionLevel2","StockOptionLevel3","TrainingTimesLastYear1","TrainingTimesLastYear2","TrainingTimesLastYear3","TrainingTimesLastYear4","TrainingTimesLastYear5","TrainingTimesLastYear6","JobInvolvement2","JobInvolvement3","JobInvolvement4","PercentSalaryHike12","PercentSalaryHike13.14","PercentSalaryHike15.18","PercentSalaryHike19.20","PercentSalaryHike21","TotalWorkingYears10.12","TotalWorkingYears13.16","TotalWorkingYears17.22","TotalWorkingYears23.","YearsAtCompany15.","YearsAtCompany2","YearsAtCompany3.4","YearsAtCompany5.8","YearsAtCompany9.14","YearsSinceLastPromotion1.3","YearsSinceLastPromotion4.","YearsWithCurrManager1.2","YearsWithCurrManager3","YearsWithCurrManager4.8","YearsWithCurrManager9.","DistanceFromHome11.","DistanceFromHome3.10","Age26.33","Age34.37","Age38.","ActualWorkingHours"
"JobRoleHuman.Resources",-0.0138105326358069,-0.0060731138669698,-0.024425963116486,0.0407672341216428,-0.0279302499267279,0.00592668926466248,0.0242938381714381,0.0269093539912455,-0.00998960964637869,-0.0287118403098502,0.00186134946333174,0.00962351084554963,0.0467981862049294,-0.0280791416017151,-0.020094618287897,-0.0056541956153067,0.0171299331620204,-0.0134028735302726,0.011360795567873,-0.0154286139593946,0.0155495116544031,-0.00629797626075461,-0.00306881503400166,0.0161757625354697,-0.00326587602783549,0.0175465872118098,-0.00874685341103622,-0.0145097171138549,0.0133211804693529,0.0461712108788107,-0.00776282374301534,1,-0.0885564410211022,-0.0524031280977296,-0.0632447930541731,-0.0459379239476636,-0.0955643575036259,-0.102400919353308,-0.0468455483285317,0.00890623476070401,0.0185851523565659,-0.01262304311985,-0.0235730216920144,0.0559621230493987,-0.0531538391055468,-0.00700763077641099,0.0313541609211195,0.00830222425144081,0.0279013777900995,-0.0499485130108552,-0.0178184658315049,0.024251185206966,-0.00524775989102843,0.0229890122907137,-0.027802659439112,-0.00114704545657452,-0.043258404690652,0.0452373101642069,0.00544738654806128,-0.0212460618647714,-0.0349569699187983,-0.0245793119411067,0.0300512709596378,0.0170287305006378,7.54465392085305e-05,0.0407828179341391,-0.00657723960026916,-0.0242574031760386,0.0270795839153584,-0.0209001881333815,0.00691779086590974,0.0234909142900936,-0.0153010498635515,-0.012616341463369,0.00774478215042535,0.0257446411815013,0.0185446645199314,-0.0335463947178171,0.0321676046031946,-0.00641188714582968,8.47812992474428e-05,-0.000349509417634546
"JobRoleLaboratory.Technician",0.000501327161336335,-0.0130416726746533,0.0136295816530781,-0.0167389441653183,0.011198946473815,0.00745376920236505,-0.044949642572433,-0.0447039867598998,-0.0179957270818219,-0.00304444999436912,0.0286151149189891,0.0175345448077259,-0.020723921518364,0.0129255680167538,0.0101639643063762,0.0114605359519364,-0.0201069718243266,0.0157156935068223,-0.0302162536999392,0.0391290551965345,-0.0187855913614482,0.0130308520800148,-0.012945643180251,0.029010834999611,-0.000362408797009984,-0.0188720092525244,-0.00760076136997408,-0.00895299888527324,-0.006451618070423,-0.00444064345130236,-0.0265132077650765,-0.0885564410211022,1,-0.126278804800608,-0.152404582830405,-0.11069923383798,-0.230286879527307,-0.24676133230641,-0.11288638804393,-0.00862597775359861,-0.00230220839005845,-0.0213152657142817,-0.017169831144674,0.00988713372863056,0.0331257852962187,-0.00999381234976051,-0.0225995622657371,0.0209690256380078,0.0174141445488121,-0.012497458346809,-0.00980937476211355,-0.00133392144134798,-0.0148823659679377,-0.02008721931274,0.0435929660799608,-0.00963778985170009,0.0204679231866623,-0.0715969141689852,0.0124260324421953,0.0813788614131009,0.000243833276525948,-0.0206918433698911,0.0101366638509303,-0.000680183810149126,0.0167680371410545,0.0231262987567213,-0.00213544229253343,-0.00387895664262881,-0.0412294366970807,0.017017784602489,-0.025714269619151,0.0069518610947979,0.00869097169823123,-0.0112638061811217,-0.0219449387297485,0.0277692453546949,0.0577906522847117,-0.0311880907774229,-0.0527514700330694,0.0137456404693373,0.0262257673916947,0.0110213636032321
"JobRoleManager",-0.0177306936064671,0.0447795831615053,-0.008681532918153,-0.00247251069385435,-0.0175832599587879,0.0348826983980096,0.00842535879856016,0.00998132132602539,0.0336189071823585,-0.0119975677238198,0.00311140218097488,-0.00835709617360329,-0.00368484545189903,0.00552918626148251,-0.00179222386270921,0.0412470032086063,-0.0166264320446906,-0.0536801684053337,-0.0083165241899927,0.0154658505290441,0.0130740320403941,-0.00561805238101324,0.0218043760476269,-0.0263392258644873,-0.0126413156768512,0.0151494461441989,-0.0110318850548052,0.00524174189333151,0.0442231155899454,-0.0245333177568758,0.0152213803486857,-0.0524031280977296,-0.126278804800608,1,-0.0901851608381559,-0.0655060892719239,-0.136271881615254,-0.146020611909391,-0.0668003341704582,-0.0520589594084167,0.0364441869595172,-0.00437463182895147,0.0163171265215376,0.00492994025634195,-0.0182699369642638,-0.0602468558184421,-0.0333807629635555,-0.0491602059336778,0.0336018543547979,-0.0233794538113108,-0.0436772537204584,0.0171920328859488,0.0326880226729296,0.00583558747206893,-0.0121856346734075,9.83424304583118e-05,0.0177095293863883,0.0153144507768766,-0.00796731296206611,-0.010416342530825,0.001311587981504,-0.0328339257648217,-0.0329297908226495,0.0024290115486269,0.0213574181427901,0.0265087451804907,0.0492694430653003,-0.0110912528501844,-0.0389415243683682,-0.0277306532568924,-0.00770670135161962,-0.00840298012013841,0.0226576312627113,0.00157263463441484,-0.0535451644943805,-0.00323207115675402,-0.0278992509596844,0.0047082262323602,0.0271017781578816,-0.0411905154486158,0.00471122912640114,-0.00391948971097812
"JobRoleManufacturing.Director",-0.0448611126716919,0.00489631850487362,0.0398119398334927,0.0261700360565541,-0.00958753919656671,0.0204431439361168,-0.0170312087082347,-0.00916489543027087,0.0311190518818274,0.0217732959875976,-0.00461322248397225,-0.0171606386210385,0.00497331106823039,0.0112561999155184,-0.0239155107597412,-0.00818387145284938,0.00176605641254048,0.0220388311499848,0.0383320981060895,-0.0244818710983714,0.000955191966248715,-0.0101999243393777,0.0219340431831185,-0.0265861979018004,-0.0219261305676632,-0.000489485144008834,0.0163567861739684,0.0080074615413705,0.00193750260146145,-0.00358297090542261,-0.00836515043157399,-0.0632447930541731,-0.152404582830405,-0.0901851608381559,1,-0.079058621311015,-0.16446512383357,-0.176230765549533,-0.0806206320867184,0.00660180224176196,-0.0250562226825208,0.0132202626240788,0.0147801614218442,0.00561806243744495,-0.00795880942540246,0.0531880291098185,-0.00336903780165426,0.0430303449266423,0.0147149826306254,-0.0266929771590564,-0.011116912863974,0.019760363060497,-0.0150411012559826,-0.000580167938311985,-0.00639327415852811,-0.000788165566051678,-0.0496722800403796,0.0367161686356698,0.0237233069347783,-0.0229682750923897,-0.0194512596658926,0.0219525057282858,-0.031412703258816,-0.00876960500598524,-0.00245691048520265,0.0164588266705278,-0.0119460680015144,0.00209809459225399,-0.00310628067672914,-0.00806566595573876,-0.00607189073535708,0.0398590169825819,0.00746445118637175,0.00616101609159125,0.00268616800283714,-0.0223076514103577,-0.0155657792584655,0.0194587756595939,-0.0260090124038669,-0.0243180064383625,0.0205992361950778,0.0108184839359398
"JobRoleResearch.Director",0.0477215974549306,0.000751931692799193,4.68716819616025e-05,0.0103187313076191,-0.0557194536854813,0.041306892020924,0.0300645080205628,-0.0102576873197207,-0.00902874933432684,0.00932701605971975,-0.0181125359389939,-0.00976460996111682,0.0148970662826437,0.0158784487714832,-0.0371788369168529,0.020519372739822,-0.0103105550732764,-0.0176049895548286,0.0204642701239851,-0.0167803076956395,-0.00260870335090767,0.0184206896016505,0.0114044694224647,0.0325635661083061,-0.0332898264093092,0.00716133992895813,-0.00176986695682545,0.0128520830304407,-0.049252904955299,0.0493005633148787,0.0320084466825362,-0.0459379239476636,-0.11069923383798,-0.0655060892719239,-0.079058621311015,1,-0.119459420860752,-0.128005407466802,-0.0585588834521116,-0.0269116630269682,0.0526175956575376,0.0148063686644794,-0.0115030384348483,0.000497565076817223,0.00228398019977413,-0.00546025797972226,-0.0336802287024644,-0.0260100198522829,-0.0122366162564472,0.00225648370563951,0.0365190428280146,0.0171619324756415,-0.00749923234845794,-0.0299812492478727,0.0160248852679536,0.0526053751428233,0.0551957604315747,-0.0036520131903601,0.000333871794426152,-0.0433943962855779,0.0164305437725794,0.0354444455997579,0.00570079292245594,-0.0266008721473565,-0.00372636224211387,0.00443161823984272,-0.0309864535268664,0.0252526033852109,0.0112688301228429,-0.0129455018951251,-0.000658818693726923,0.0115425648850062,-0.0119163920884982,0.0203015608522036,0.00598267649250365,-0.0275930102194047,-0.000258091105327611,0.00462644536085734,0.022991039792951,0.0168065457654234,-0.0123058296458159,0.00157439853528552
"JobRoleResearch.Scientist",0.0276726770068348,-0.030803655386712,-0.0128862908835008,0.0182367934090484,-0.00461413190453816,-0.0403535834565159,0.0191321273610775,0.0234709278775813,-0.0482991446080305,0.0103856125343357,-0.0149633624350965,0.020244346817329,-0.019312062241365,0.0134983760557534,0.00691862360058612,-0.0202749280637017,0.0272147745842704,-0.00896955587365077,0.0218183235341581,-0.0271029541952945,-0.0103512820009416,0.012469401431118,-0.00424453605198635,0.0129153536293945,0.0288058809903851,-0.00239111149188175,-0.0433977448799596,0.0138742746363523,-0.00636648446981955,0.0191297487051195,0.00214375977135254,-0.0955643575036259,-0.230286879527307,-0.136271881615254,-0.16446512383357,-0.119459420860752,1,-0.266288797366885,-0.121819655577086,-0.0192789926919378,0.0311589921840591,0.00189333137681435,-0.0077201379002565,-0.0105437629493213,-0.0151812712829912,0.0309627385542281,0.0152073296719666,-0.00105200907787852,-0.041018206804638,0.0373968223252469,-0.0330359923357707,-0.0226660413513744,0.00938445886957108,0.0251501255756623,-0.0327738809037292,-0.0206563866817781,0.00327649176292802,-0.00155976663147643,-0.00588163801962417,0.0354707590129437,-0.0261346206726946,0.0154280826264561,-0.00473224136431122,-0.00185633752652288,0.00229897765144191,-0.0182983311105363,0.00437845659743713,0.0217468142403779,0.0194387679483168,-0.00253375278562284,0.042803502962254,-0.0158099774244478,-0.0171235898096752,0.0339536184392202,0.0162213947959537,0.0131383227221143,-0.000412409960061921,0.00477895459634524,-0.0100036858415622,-0.00587582305269363,0.00872710072665656,-0.0173057016229108
"JobRoleSales.Executive",0.0113113265207959,0.00565443981990538,0.00739850352961685,-0.00292865543962855,0.0311137019168183,-0.0289746648823081,0.0167414841197673,-0.0152659133594363,0.0201358833137146,-0.00603295742158228,-0.00400029984274069,0.00366104903190231,0.00233661889056301,0.00369542385293276,-0.0067781390904306,0.00417946520397745,0.0113896028202381,-0.0339135965170736,-0.00983552819610551,-0.00757640638979416,-0.0111232839746873,-0.00307420837289753,-0.0247239897422475,0.00370820150632564,0.0113511107741978,-0.0157338935306689,0.0383855572926276,-0.0488477240929604,0.0169762697573457,-0.0223723059337779,0.00528643676023772,-0.102400919353308,-0.24676133230641,-0.146020611909391,-0.176230765549533,-0.128005407466802,-0.266288797366885,1,-0.130534490601516,0.0481799385038604,-0.0360847830983316,-0.0184955463977098,0.0361427631717502,-0.0411529156752295,0.00663821123495707,-0.0053023468419889,0.0500598028204604,-0.00582127299651887,-0.0343954127154571,0.0419770901355265,0.0386180479301303,-0.0261279122332706,0.0371102416941444,-0.0269839891284775,0.0445139795761193,-0.0380408848091741,-0.00423218279288406,0.0153780061023096,-0.0403561447243253,-0.0177230588350699,-0.0109900694103224,-0.000719451194336942,0.019159872452011,0.0121658388274842,-0.0115116084844699,0.000385831084864525,-0.00696075419656343,-0.0211933333138199,-0.0175275892890585,0.0347751627139368,-0.03974197532517,-0.000739765085042462,-0.0260011258238085,-0.0243223162102052,0.0423319879993388,0.00347405547595132,-0.00811079234355599,-0.00287249798399508,0.0353915898514111,-0.0334551591964294,0.00428011414285682,-0.0171262257963603
"JobRoleSales.Representative",-0.0105946991592897,0.00958592941884885,-0.0118217602238707,-0.0407374318882643,0.0059629264369392,-0.0190336586302968,0.0174904858266711,0.0381369316729818,-0.0126245036991774,0.0297453108974899,0.00775160841050416,-0.00640749583333315,0.000172800184102739,-0.0403928580935453,0.0510383454084532,-0.015191374472472,-0.000984607669515661,0.0327501759271502,-0.0345622684913806,0.0260835123139158,0.0349558779615851,-0.0391844832473162,-0.0122286168144084,-0.0186358782124717,0.0227464159986803,0.0177480266518066,-0.0148583062530208,0.0161748295210195,-0.0354731257474955,-0.0453629900493865,0.0294861269553735,-0.0468455483285317,-0.11288638804393,-0.0668003341704582,-0.0806206320867184,-0.0585588834521116,-0.121819655577086,-0.130534490601516,1,0.0049632214079436,-0.00295334644179401,0.0139670122789057,-0.0131523029634123,0.0129224716452073,0.031048381834082,-0.0275322844093353,-0.0352985884420624,-1.25193361863218e-05,-0.000502144970539648,0.0021962053920248,0.0332142417267604,0.0359176213989027,-0.0524758502214761,0.0263501961312561,-0.00492105248488836,-0.0108977737452704,-0.00985807058436083,-0.00690541257905436,0.0300854018576048,-0.0246910695576932,0.0652216799488607,0.00649908043547586,-0.0166784500953645,-0.0384396321249064,0.00161325268247737,-0.0369317897801498,0.00886639145996991,0.020917718105184,-0.00118654779824708,-0.0319759815389005,-0.011730510156257,-0.0434149103139418,0.0153809404875043,0.000358157845494795,-0.0633085256903475,0.0166872444456661,-0.0211100904361429,0.0411325689072754,-0.00253384374266789,0.0173398808681143,-0.0176898420127454,0.0247112639687176
"MaritalStatusMarried",-0.0911301770431663,0.0345609149051613,0.0117135572359018,-0.00461270358963267,0.0061467400425279,-0.0102855312908534,0.0112621397507497,-0.0228109083175764,0.0352128243968299,0.0411297803339371,-0.00874227883646921,-0.0176480732058887,-0.0312126729672733,0.0331770170139421,-0.00754089413972107,-0.00538232611464713,-0.0122375766330793,0.0334646644063472,-0.0307586619157349,0.0561059781343747,0.0291582638930575,-0.0390664849687037,0.0099962351642053,-0.012157165099476,-0.0222161427900154,0.0504774943808259,-0.00194260263457625,-0.0130290084109495,0.0284474955884402,0.0184535282495191,-0.0231108259727835,0.00890623476070401,-0.00862597775359861,-0.0520589594084167,0.00660180224176196,-0.0269116630269682,-0.0192789926919378,0.0481799385038604,0.0049632214079436,1,-0.630344874126121,-0.0117899422399697,0.0216654444017932,-0.0433925157470402,-0.0273112845713647,0.00669169330163876,-0.0345410129964602,0.0287461380083786,-0.00389652372517457,-0.00833416572904815,0.0215317927761873,-0.0115646688922551,-0.0172833238861671,0.0320362421913476,-0.0142490958252034,-0.01263741574189,-0.0138523479599546,0.0340695097061722,-0.0676218555890233,-0.00455157454892966,0.0101856814736908,-0.00294951896715466,0.0359128385169733,-0.0245571274719458,0.0329785452435801,0.0117942972454438,-0.000574901102314351,0.0145005024587357,-0.0332575378471321,0.066231388466732,-0.0158863130658422,0.0758871419427706,0.0291178969378909,-0.0170529454543672,-0.00386639056861568,0.0395585081444695,0.041012465441043,-0.0138561237932051,-0.0313457618972355,0.00844535140434474,0.0538820024800922,0.00506224059995983
"MaritalStatusSingle",0.17489179384115,-0.0117226101123137,-0.0518824420390579,-0.00347895448394627,-0.00436565684096491,0.0181994471654546,-0.000333281667371876,0.0134084527183722,-0.033023319955644,-0.0235231550636194,-2.5032485266855e-05,0.0195331760634217,0.0347350756016704,-0.018757879469875,-0.0114635338738367,0.0262915493210574,-0.0279851757651078,-0.00326009344417375,0.0268951002255628,-0.0202163620742591,-0.0103230531524278,-0.00182870869384568,0.0394662081513386,-0.0230522503641082,-0.0038717351694302,-0.046129757620942,-0.0115417559517198,0.0253899593920436,-0.0398169220329319,-0.0391440574640254,0.0269798949735956,0.0185851523565659,-0.00230220839005845,0.0364441869595172,-0.0250562226825208,0.0526175956575376,0.0311589921840591,-0.0360847830983316,-0.00295334644179401,-0.630344874126121,1,-0.0154731221177137,-0.0188111782633979,0.00769683714909148,0.0186937760214637,0.00246402240075634,0.0236827211778505,-0.032210199113684,0.00595242022934568,-0.00956667968291154,0.00440987296773374,0.00540325394093384,0.0234652586464135,-0.0500946885615042,0.0127951152165577,0.0147696473166367,0.00734360763632459,-0.03022707003266,0.0455222730699583,-0.00994104055453477,0.00669091722694771,0.0261533394279107,-0.0790162675598572,-0.00213105397050193,-0.020594691033361,-0.0348056166720112,0.0121603667689278,-0.00432259590867362,0.00152485693964602,-0.0500546247361646,0.0217437562851903,-0.0589091512742818,-0.0140904595854501,0.00702265959296786,-0.00832768092198149,-0.0436185644935142,-0.0245793628766376,-0.00399699878284904,0.0212738856844733,-0.00901856368447915,-0.082624366929533,-0.0245212989534126
"NumCompaniesWorked.0.33",0.00885316288011309,-0.0184103714201898,-0.00623800200142522,0.0184394225131248,-0.00570200118812263,0.0185789630751236,-0.0167072915528852,0.00737001173918438,0.0164292594213045,-0.0059844000801115,-0.00497704951639158,-0.00566657226357104,0.000801845526730004,-0.00213448819478874,0.00251027845025751,0.0044928792941285,-0.00328008335823017,-0.000486480078157033,0.00373189522204649,0.00395001390545296,-0.00306359263800139,0.00175032799983739,-0.0128358474992956,-0.000661155829277092,-0.0148884344328192,0.0141505602206608,0.0277395040321362,0.015109020185512,-0.00798612126099834,-0.0183765712972417,0.0344800082656156,-0.01262304311985,-0.0213152657142817,-0.00437463182895147,0.0132202626240788,0.0148063686644794,0.00189333137681435,-0.0184955463977098,0.0139670122789057,-0.0117899422399697,-0.0154731221177137,1,-0.0906547258807248,-0.033782066191554,0.00210436738229622,-0.0116601665390287,-0.0014965293681515,0.00129896406485272,0.00668816248222528,-0.00260708056200584,0.00520954434635763,0.00588581937979737,-0.0141401892758514,-0.0147225513900258,0.0125423570131844,-0.0100360564349001,-0.00568496925071981,0.020889388006984,0.0120451779682848,-0.0206192579913329,-0.0130476613572093,0.0057225911656872,-0.0226328656497263,-0.00383992821153696,0.00602872055121515,-0.0116226727738331,-0.0202716955506129,0.00867065286855564,0.00973768769785933,-0.00650907394207593,-0.00953257852858953,-0.00128423140332045,-0.00333861670633914,0.00199097183595737,-0.00898764765523333,-0.00131816113718842,-0.0130863152914772,0.00810361453376962,0.0237624047149339,-0.0136761771519503,-0.0142713662771892,-0.00328008335823017
"NumCompaniesWorked.0.07",-0.0352636969401134,0.0128821366396657,0.0137686086910798,0.0603363377026428,-0.0183894506590234,0.0489543879417676,-0.0232943351278618,0.0100303661852837,-0.0246560411019374,0.0188658712214338,-0.0277583149255331,0.0115278660803302,0.0417766611647138,-0.00991224620763441,-0.0361266818636391,0.0416704792169603,-0.0136645811380421,-0.0578937076842184,0.0199415317005655,-0.0172544529257725,-0.00939401353305428,-0.00995396228228387,0.0163333425662942,-0.0418977191747278,0.00486066500132265,0.0165636020554959,-0.0137456764728751,-0.0136553597048922,-0.0302060396794085,-0.0187712591206399,-0.0146875675110384,-0.0235730216920144,-0.017169831144674,0.0163171265215376,0.0147801614218442,-0.0115030384348483,-0.0077201379002565,0.0361427631717502,-0.0131523029634123,0.0216654444017932,-0.0188111782633979,-0.0906547258807248,1,-0.70631012158559,0.0166934052233,-0.00561177450787749,0.0451432800603052,-0.00987526485681885,-0.0184090076221065,0.000398603285189939,0.00994379463897413,0.0437332410032487,0.0256141599281789,-0.0129276588933084,-0.00327268006533175,-0.0195230319306121,0.0249228229084398,-0.00343535326414786,0.0163951501329657,-0.0138534164008022,-0.0544650974339725,0.0384416574334565,0.0304689139746517,-0.0314562036582747,-0.113368305978344,-0.0339486955952064,-0.0669742517896634,-0.0710030597510133,0.00201403338393066,0.0681978517598003,-0.0705281865910851,0.0234162374937763,-0.0720850444903101,-0.0138643372511879,0.01664369571341,0.00239765788849147,-0.00035459114996141,0.00474933323135765,-0.0197343064352638,0.0194777207959917,-0.0457106317787594,0.0203218299774672
"NumCompaniesWorked0.36",0.0780279028308498,0.0411957221900946,-0.0197959963230895,-0.0405714711722196,0.00416800096117246,-0.00402488624210962,-0.0127927177564001,-1.28622128721222e-05,-0.00687504725124479,-0.0208516078133889,0.0207764838072316,0.00446597908042182,-0.0621856051935014,0.0221282879687997,0.0448811716428917,-0.029675398016819,-0.00175157190678959,0.0646851428444469,-0.0325259488803029,0.0274671850221994,0.0488501672073069,-0.0211368838535177,0.00278348393963894,0.024496745645162,-0.0113329776516392,0.0139866708806463,-0.00882013887746356,0.00910768555986239,0.0235134109615688,-0.0200073681920119,0.00758188256974569,0.0559621230493987,0.00988713372863056,0.00492994025634195,0.00561806243744495,0.000497565076817223,-0.0105437629493213,-0.0411529156752295,0.0129224716452073,-0.0433925157470402,0.00769683714909148,-0.033782066191554,-0.70631012158559,1,0.00601978873812654,0.0351250545023685,-0.0290525312535533,0.00682750042773381,0.00221302035044304,-0.00321172922485971,0.0192875109654367,-0.068073420368838,0.00430030095111133,-0.00153772029638423,-0.017671715877143,0.0455448171249739,-0.0107462504596069,-0.0133000410052126,0.0142499330326549,-0.00173852417610147,0.0480732708806479,-0.0346645260417525,0.00384348248069751,0.0657761442098276,0.047383587544692,-0.00424307271546833,0.0987092651606732,0.0522909299473137,-0.0276517539893057,-0.0954106637860891,0.0238831674935495,-0.0398584737894595,0.0701591976207056,0.0220986207533811,-0.0692087992452107,-0.0271987667553424,-0.0337672605994704,0.0206776334645999,-0.0566401727525184,-0.0325580032132821,0.141832746508252,-0.0296046392153582
"StockOptionLevel1",-0.0244255072348892,-0.0187448742973645,0.0312809722986514,-0.0166541760932266,0.0369762140173773,-0.0318763221978638,-0.0060279564360982,-0.0113741212302159,0.0130317327206794,-0.00207718030988125,0.011490554669471,-0.0189566836659383,-0.000319873013485295,0.00466478671138654,-0.00538268516920547,0.0151772450277137,-0.0220141681062626,0.00432619817198176,0.0165171498134341,-0.0182973593995283,-0.0430213250592622,0.0437201394890412,-0.0155321029554321,-0.0154205187567099,0.0467545509094475,-0.025624610071004,-0.021872221363212,-0.0107528134152167,-0.0139330693023039,-0.0320058372497179,-0.0325934952392848,-0.0531538391055468,0.0331257852962187,-0.0182699369642638,-0.00795880942540246,0.00228398019977413,-0.0151812712829912,0.00663821123495707,0.031048381834082,-0.0273112845713647,0.0186937760214637,0.00210436738229622,0.0166934052233,0.00601978873812654,1,-0.286510402327998,-0.204762774266784,-0.00505105369536267,0.0329603124665276,-0.0261844627246795,0.0171281842476004,0.00965950402847872,-0.0217348134359505,-0.0250752837968701,0.0277299855731321,0.00823521939486426,0.0116839013560316,-0.0158735410958453,0.0158533112068646,-0.000498928575872642,0.0156887680473254,-0.00171498995713362,0.0233459293348388,0.0292419040426184,-0.0420005322618994,-0.0304088582744155,0.0321867407701004,-0.0427355817487126,0.000712111645957961,0.023431320222022,-0.00106089479584475,0.00676523301859864,-0.00343200043226357,-0.0374464330400254,0.00717911253934076,0.00730166235790258,-0.0124230423505182,0.0367051063353684,-0.0331555578006281,-0.0083145276568992,0.0343073197871412,0.0185815205104263
"StockOptionLevel2",0.0155655896217148,0.00709121417072063,0.0173736554468746,0.0257459442389035,-0.0350487857980141,-0.00284549657571126,-0.00826214110427929,0.0351496365441888,-0.0585336523806216,0.00802394026891785,-0.0067052222312512,0.0489917170578723,0.0242600244406938,0.0121554908500126,-0.0433487421286141,-0.0286870568525849,0.0217099551016638,0.0236755844450142,-0.0283269576296083,0.00542024139370198,0.022809842015928,-0.0344442121210877,-0.00558376998228585,-0.00770739162549081,0.00586654201464435,0.0113724764310912,-0.00143657369277094,-0.00130182011075949,-0.00243854431302744,-0.0203370904664385,0.00607306089217462,-0.00700763077641099,-0.00999381234976051,-0.0602468558184421,0.0531880291098185,-0.00546025797972226,0.0309627385542281,-0.0053023468419889,-0.0275322844093353,0.00669169330163876,0.00246402240075634,-0.0116601665390287,-0.00561177450787749,0.0351250545023685,-0.286510402327998,1,-0.0860597880484074,-0.00646891237399078,0.0380422191826802,-0.0189768992374905,-0.0011769622252732,-0.0222279501134669,-0.0530740260420025,0.0272496210887023,-0.027345991787477,0.00414190659936144,0.0242084481016034,0.00348075111464768,0.00770701671469343,-0.00832987381978215,-0.00897713774041097,-0.00921671076081552,-0.0190359213957107,0.0224497858697194,0.0083539145041483,0.0646595288516938,-0.0129094050269709,0.0246298397106135,-0.0259043449481069,-0.0281888085489492,-0.0281894564466747,0.0348077350439873,0.0173510521535865,0.013502142760095,-0.0496685054456314,0.0518006843454987,0.0196148770684604,-0.0497507977130024,-0.0116199875559628,-0.0245484746916152,0.0178028773759866,0.0147529686702505
"StockOptionLevel3",-0.00550385623337446,-0.017935018973784,0.0012974863248324,0.0328218139304752,-0.0171868212911678,0.0116959047313605,0.00654928213231974,0.0199890527315344,0.0125626616059583,0.00387755551393017,-0.0187450580207161,-0.0170514486994699,-0.0275225321835525,0.0604634060879155,-0.0437316290231212,0.0043410993434381,-0.0277652026809099,0.0392765352696332,0.0148409073453452,0.0108175133851423,-0.0157342110280327,0.0202852926144226,-0.0355506250124429,0.00738951722300769,0.0387539145695671,0.0158609856448971,-0.0168060330663673,-0.0296206390628555,0.0113933190448061,0.00967119745966726,0.0689344146181361,0.0313541609211195,-0.0225995622657371,-0.0333807629635555,-0.00336903780165426,-0.0336802287024644,0.0152073296719666,0.0500598028204604,-0.0352985884420624,-0.0345410129964602,0.0236827211778505,-0.0014965293681515,0.0451432800603052,-0.0290525312535533,-0.204762774266784,-0.0860597880484074,1,0.0256432928008856,-0.003722656803425,-0.0273948193532963,0.0307294047025032,-0.00937052586969582,-0.0106157112899219,-0.00474166113912159,-0.00116619745686372,0.0066335131033376,-0.0295065587768451,-0.037075443346161,0.0738566671874992,0.00419152548173054,-0.0352403660088999,-0.00191727501846824,0.0096726381590476,-0.0139972208370857,0.0125632344939402,0.00833439545446003,0.00665536501419737,-0.0140217096787094,0.0219392797296799,-0.0276025183051782,0.00699045794276231,-0.0323323477633451,-0.00849667708774001,-0.0315346640604976,0.00738847329109313,0.00479058766437704,0.0085892281046427,-0.018443126071499,0.0119389448349075,0.0013644709381493,-0.035099521435073,-0.0346821423955417
