"","Attrition","Gender","MonthlyIncome","PerformanceRating","Education2","Education3","Education4","Education5","EnvironmentSatisfaction2","EnvironmentSatisfaction3","EnvironmentSatisfaction4","JobSatisfaction2","JobSatisfaction3","JobSatisfaction4","WorkLifeBalance2","WorkLifeBalance3","WorkLifeBalance4","BusinessTravelTravel_Frequently","BusinessTravelTravel_Rarely","DepartmentResearch...Development","DepartmentSales","EducationFieldLife.Sciences","EducationFieldMarketing","EducationFieldMedical","EducationFieldOther","EducationFieldTechnical.Degree","JobLevel2","JobLevel3","JobLevel4","JobLevel5","JobRoleHuman.Resources","JobRoleLaboratory.Technician","JobRoleManager","JobRoleManufacturing.Director","JobRoleResearch.Director","JobRoleResearch.Scientist","JobRoleSales.Executive","JobRoleSales.Representative","MaritalStatusMarried","MaritalStatusSingle","NumCompaniesWorked1","NumCompaniesWorked2","NumCompaniesWorked3","NumCompaniesWorked4","NumCompaniesWorked5","NumCompaniesWorked6","NumCompaniesWorked7","NumCompaniesWorked8","NumCompaniesWorked9","StockOptionLevel1","StockOptionLevel2","StockOptionLevel3","TrainingTimesLastYear1","TrainingTimesLastYear2","TrainingTimesLastYear3","TrainingTimesLastYear4","TrainingTimesLastYear5","TrainingTimesLastYear6","JobInvolvement2","JobInvolvement3","JobInvolvement4","PercentSalaryHike12","PercentSalaryHike13.14","PercentSalaryHike15.18","PercentSalaryHike19.20","PercentSalaryHike21","TotalWorkingYears10.12","TotalWorkingYears13.16","TotalWorkingYears17.22","TotalWorkingYears23.","YearsAtCompany15.","YearsAtCompany2","YearsAtCompany3.4","YearsAtCompany5.6","YearsAtCompany7.14","YearsSinceLastPromotion1.3","YearsSinceLastPromotion4.","YearsWithCurrManager1.2","YearsWithCurrManager3","YearsWithCurrManager4.8","YearsWithCurrManager9.","DistanceFromHome11.","DistanceFromHome3.10","Age26.33","Age34.37","Age38.","ActualWorkingHours"
"EducationFieldTechnical.Degree",-0.0378046931047995,-0.0189661660128146,-0.0115772674507321,0.0228624002706155,0.00311803362650806,-0.0119380197133133,-0.0262265156663575,0.066614559599027,0.0207328885602184,0.0339711882906891,-0.0233149046344759,-0.00310067907942175,0.00224667384473293,-0.000227941997465544,0.0679272775092129,-0.0483968827867508,-0.0218081631783596,-0.040157193378385,0.0368935217783783,0.0365332324742397,-0.0296400065506384,-0.261418497946378,-0.109565699561199,-0.213438829297199,-0.0756301623139951,1,0.0159711783636866,0.0108923990036255,-0.0312377931325864,0.0079204095707998,-0.00769093120692513,-0.00557098498614618,-0.00866063587717025,0.0173083131228147,5.00610656886557e-05,-0.0503996581719982,0.03849220846696,-0.0124863527588046,-0.00300556545942648,-0.00945689513710958,-0.0511969566001172,0.0105467787761976,0.0062570848714101,0.0500915461303139,-0.0181693136843599,0.000194057221789106,-0.00513572409646446,0.00186996527279761,0.00547427746734958,-0.0219475355247584,0.0010103093357113,-0.0185588479064227,0.0164423639752991,-0.0228321876381578,0.0336893088609126,0.00277251402311703,-0.0266776169362884,0.000129194305154969,-0.0141684404342801,0.0258918091423551,0.00410116805910077,0.0346252071291621,-0.0146818996470324,-0.00242728192920457,-0.017522928749144,-0.0304429874245553,0.0356671121804841,0.0158724614977336,0.00257690579304457,-0.0264933016358866,0.0196268118006666,0.0321646271542445,-0.0386818959204445,0.0307095773692525,-0.00676484745231319,7.31694734776914e-05,0.0207619738538456,-0.00709210341307046,0.0593472922450553,0.000455849700905052,-0.000113013263000087,-0.00194079024518261,-0.00566903769248765,-0.0136203082019778,0.0447592363114684,0.0111230963546977,0.0258964393156933
"JobLevel2",0.0293887327550025,0.0281308958945577,0.00625259065509387,-0.0246102981898148,-0.025994338953125,0.0475910381212027,-0.00929843304338508,0.00575252185946507,-0.0560807136624017,0.0288940933462265,-0.0229918489932759,-0.012475419201585,0.0199342032337205,-0.00406936796354945,-0.0049192182169468,0.0343049438429638,-0.0482844269071478,0.0308505125117874,-0.0479281797162514,-0.0135188333487523,0.0114791782586095,0.0118714324399277,-0.0115952753228887,-0.0288789958047182,0.0102822265181543,0.0159711783636866,1,-0.316293232932469,-0.21173426284198,-0.167340537594411,-0.0129497821567741,-0.00782074181841141,0.00250328215854595,0.0091136477978004,0.0161238924096111,0.0166433662370157,-0.0505740416036004,0.0155533624691303,-0.0133030377911782,0.0244935969724165,-0.0322465970702328,0.012594393813411,0.00717710904922401,0.0168208254541449,-0.0267949971961864,0.0136024143789959,0.0510712663861459,-0.0224026517089431,-0.00774615041449498,-0.00959887844185927,0.000955645706483714,-0.0307274234323778,0.00906293711362563,0.00687781045933216,0.0255542265553099,0.0131221970985816,-0.0422443981541667,-0.0213214043618351,-0.0257783322379336,0.00742742571444223,0.00705973683661402,-0.0308270978281106,-0.0224504565176131,0.00739994197095351,0.0495322567340058,0.0237509737844269,-0.0138150203017498,0.00338020442842245,-0.0105201715364891,0.0107648991861409,0.0202044514642465,-0.0485527136263762,-0.0176039724536147,0.03800294087114,-0.0154446789143564,0.00664929869019132,0.00250631992167363,-0.0240171468710016,0.00929016739612238,0.000214679537129203,-0.00797131463931726,0.0457572705007592,-0.0489367119577816,-0.0252496045500711,0.0179759887621066,0.0210845465013511,-0.0212402760696939
"JobLevel3",-0.0134873331577086,-0.0289535459788609,-0.0122534063160566,-0.0204731039950436,-0.0193938075062443,0.0134691102006556,-0.00163460048766784,0.0115165966655049,0.0114192830487602,0.0260212955846935,-0.0277653653698209,0.0420188225963266,-0.00739167249979268,-0.0379127873760749,0.00028526347529768,0.00812338369811906,-0.00870623287775826,-0.054461872645955,0.0635567424659598,0.00762733346717055,-0.0111214385060905,-0.00166865735467266,0.000180726231489999,-0.0173012330610604,0.0248086451483038,0.0108923990036255,-0.316293232932469,1,-0.117272682938358,-0.0926844505213113,0.0142073947193682,-0.00659345415717137,0.042172247745901,0.00239796403436173,-0.0489265125113498,-0.00824879836155797,0.0164718644032618,-0.0338554210265891,0.0294640197381765,-0.0447617636798464,-0.0379180746026487,0.024774769106843,-0.0240863248449595,0.0084502326590819,0.0753725404621195,-0.0215386804903609,-0.0129700649723285,0.00726397569248483,0.00366584451346404,-0.0187390191652204,-0.00308052497611476,0.013205555600871,0.0238194162731011,0.0420130728305446,-0.00762659133341977,-0.055510112161386,-0.0133903283898487,-0.0137363535047275,0.0454809069604081,-0.00516599712919073,-0.0453295093446411,-0.0574959059293181,0.0105792342282983,0.0209403126621141,0.0184875214586153,0.00582352267881553,0.0097655772337864,-0.0262698164263958,0.01175132937915,-0.00200092600958617,-0.0469238337633129,-0.00700954795011447,0.0754377699320881,-0.03207565104268,-7.27557651140234e-05,-0.0102491129349532,-0.0243457298534424,0.0454960802704564,0.023206542020823,-0.0360241478055603,-0.0183206089243263,-0.0366681520148864,0.0431736584027721,0.00924265784424452,0.0225400958525206,-0.03418353936467,-0.00851823170686323
"JobLevel4",0.000998169708776455,0.0203469901895611,0.0781200809167522,0.0327094607862002,0.0206914208934776,-0.0230697442965674,0.0422236703974957,-0.0110495586905504,0.0292040473633305,-0.0213743931859441,-0.000974756760198666,-0.0157160816632667,-0.0396736474501111,0.0210874940615322,-0.0151339011330602,-0.0199952162032903,0.0270336834882979,0.0369047453400226,-0.00213829591284687,-0.0306926956550201,0.0347636742794476,-0.00281740868687404,0.03980433161058,-0.00632154350889564,0.00293648715806263,-0.0312377931325864,-0.21173426284198,-0.117272682938358,1,-0.0620451902372307,0.04234464777991,-0.00494182846635896,-0.0238058544767508,-0.00215943684549637,0.0468428909659495,0.0189697116298777,-0.020641198020341,-0.0449218044300154,0.0173834257683946,-0.0394798122539373,-0.00137088908705994,-0.0301763110314294,0.0117480235234048,-0.00738633192668989,-0.0329387112939998,-0.00267557740234303,0.0212826563616216,-0.036510215644621,0.00380673879983423,-0.0301170140017927,-0.0199291804816715,0.010719986646277,-0.0258645258346715,0.033029988096676,-0.022282656257665,0.0125177092286106,0.00268018315464495,-0.00797226514720529,0.00130958448058186,-0.00459381185828487,0.0314434223579144,0.0997975048267849,0.00943014362438614,-0.0197517523546022,-0.0214143148819543,-0.0297393013411578,-0.00573724984308414,0.00750565202866034,-0.00836336860292469,0.014034827680082,-0.00244339165038371,-0.00274782745813076,-0.0241350505082124,0.00423522447859248,0.0257238047380624,0.0580249377780504,-0.0239995202185437,-0.0249632178650924,0.0045298888479236,0.0276796752881665,0.0111083755809391,-0.0285116962311087,0.0288560925396859,0.0311858433471352,0.0129198105213697,-0.0403409496005919,0.0147978355589461
"JobLevel5",-0.0254010309286827,0.020624935857155,-0.00531089263033157,0.00288365027826776,0.00988431741188276,0.0224625881865446,-0.0163402776734226,-0.00337806643488161,0.0299732631871884,-0.0589038023038423,0.030318427007946,-0.0125193538649682,-0.0109973635657052,0.0229663335164916,0.0286935841178157,-0.00441060861342378,-0.0217201966365164,-0.0276706199878078,0.0300519145570266,-0.0213149270352669,0.00216848420747733,0.00996483534220449,0.0179429622912396,-0.00653143996602507,-0.0389993830361799,0.0079204095707998,-0.167340537594411,-0.0926844505213113,-0.0620451902372307,1,-0.0130347768552689,-0.0242559945353641,0.0174266676385882,-0.00639180966785153,0.0291548820507966,-0.00042228874684916,0.00612719986918265,0.0322573380906113,-0.0199881400986772,0.0245328903889379,0.0166658851882298,-0.0293220385900395,-0.0346717064499167,0.0155395330723025,0.0562080612718112,-0.0177218324090696,-0.00575497794405372,-0.00365564201969707,-0.0071061180359695,-0.0297269786660406,0.00785812887589754,0.0673897047228363,-0.00906572859894829,-0.0355827783208467,0.055415787022274,0.000871569840857147,0.00334752673135941,-0.0315292855692594,-0.00152727087554187,0.010086004945151,-0.0283244236057978,0.0162534116833487,-0.0173113458373217,0.0394120019133594,-0.0459109187194987,0.00151016004249056,0.0701184976264295,-0.00162543254750577,-0.0536595470013458,-0.020802257769906,-0.0771086077766854,0.0265558558719866,0.0605172558393142,-0.0236469927469375,0.00539570855010529,-0.00897438466773922,-0.0179095481183755,0.0279260357113449,0.0461180445555397,-0.0347821570580627,-0.0472509100024254,-0.0186327593725696,-0.00878188157022858,0.0104929953581449,-0.0268378287230555,0.00237709777724213,0.0107214302099913
"JobRoleHuman.Resources",-0.0132274428814008,-0.00490650060453057,-0.0230504745720317,0.0440695809548045,-0.0269603131017973,0.00562522351643743,0.0257986773165593,0.0281076880638402,-0.0285732600041586,-0.0115030490284438,0.0272120404724503,-0.0396851192417159,0.00159581727671523,0.0493035395145601,0.0148067001019761,-0.00368575160240607,-0.0045638315511196,0.0128935710764003,-0.0172800856884412,0.0170083516669428,-0.00764238414534702,-0.00571719831558014,0.0168747276128216,-0.00228636712543772,0.0192602478914587,-0.00769093120692513,-0.0129497821567741,0.0142073947193682,0.04234464777991,-0.0130347768552689,1,-0.0890857160539561,-0.052686218665894,-0.0635767077427741,-0.04633928918544,-0.0962941617949905,-0.103048464131371,-0.0469617970290879,0.0112590785884349,0.0174321857520886,0.0366363805471749,-0.0514396531220232,-0.00680114154728186,-0.0406153256517657,0.070153908106968,0.0284658348798266,0.00702269538066414,0.0066775836401678,0.00326398155631151,-0.0516284747937917,-0.00680114154728186,0.0323370816132604,0.00881626959525074,0.0306732278976816,-0.0491616759354549,-0.0219750475078933,0.0212023794386617,-0.00490008234218945,0.0242408314405628,-0.0299906546074692,-0.000176464352864588,-0.0428282941820288,0.0476089186059768,0.00411068350300862,-0.0205902546212699,-0.0391012991745249,-0.0232727024157379,0.0306455129994704,0.0180495744815141,-0.00221490190768102,0.0416944487058603,-0.0098985336291975,-0.0239661516972949,0.0334130340833788,-0.0190750567504108,0.00581042081574669,0.0227962603874178,-0.0168526273673845,-0.0126855794437828,0.00686425912089289,0.0267277244990872,0.0202788193081593,-0.03186310129329,0.0320229403361185,-0.00553514341215998,-0.000187364059430365,-0.00272665080043739
"JobRoleLaboratory.Technician",-0.000584432124905514,-0.0116867506112173,0.0164937855058722,-0.0176925486363298,0.00793724343690638,0.010025707891628,-0.0434106658635838,-0.0435105931911997,0.000457589026759328,-0.014837370282658,-0.00261643487823629,-0.00603207399491303,0.0157605235562854,-0.0195966695044611,-0.0200943423736771,0.0308694571264972,-0.0343522292442715,-0.0319062756790583,0.040192371323114,-0.020729743558895,0.014479629002585,-0.0122854157096602,0.0302326470074968,-0.00279130587226297,-0.0206644903208148,-0.00557098498614618,-0.00782074181841141,-0.00659345415717137,-0.00494182846635896,-0.0242559945353641,-0.0890857160539561,1,-0.126361182684713,-0.152480633171304,-0.111138880992263,-0.230949278163415,-0.247148611747164,-0.112631886741122,-0.0069068443904074,-0.00300236121856684,-0.0130397134677035,-0.0207681421478554,0.0176050249083443,-0.0044426485550819,-0.0167575506791582,0.0249192890582548,-0.00614258314526436,0.031466798931708,-0.0102231013516257,0.0323902320224601,-0.0138243620264756,-0.0209053861708142,0.0204624736619364,0.0139406013495802,-0.0120745389282679,-0.00706527633049749,0.000197333992195379,-0.0132185477043497,-0.0186681917797589,0.0431002212160315,-0.0122165019602983,0.0204602453249403,-0.0722775589217381,0.0115915463702425,0.0831659122415575,0.000517387254161792,-0.021819903458778,0.0102721849902514,-0.00283888620170151,0.0181085912691819,0.0238663620984448,0.00226473677137195,-0.00534664087139015,-0.00574757351001592,-0.0227384013082042,-0.0246183453632951,0.00206719362074404,0.0111941571953532,-0.0118670160054225,-0.0219552984208985,0.0273787906227342,0.056026355663678,-0.0289080458405494,-0.0543397388764308,0.0122441229240093,0.0273478206224105,0.00927730234570454
"JobRoleManager",-0.0231650698460242,0.0443308141928889,-0.0137652492602291,-0.00498531734631174,-0.0144723742868575,0.0297833759247775,0.00983195530668809,0.0116688593163324,-0.0100122863750372,0.0303017486062605,-0.0143554132580329,-0.00982426513097842,0.0176988704300161,-0.00940696681148844,-0.0191900410685464,0.055371861687405,-0.0217761477068266,-0.00761166562037348,0.0158075459205029,0.0111683911051298,-0.00374109311932296,0.0208171876284309,-0.0252582392634672,-0.0134484958601591,0.014103352372782,-0.00866063587717025,0.00250328215854595,0.042172247745901,-0.0238058544767508,0.0174266676385882,-0.052686218665894,-0.126361182684713,1,-0.090178631742844,-0.0657286896890929,-0.136585804200961,-0.146166258500933,-0.0666116688112028,-0.0493896377787656,0.0350487597758308,0.0367614174839027,0.0162289821642962,-0.033539643358316,-0.0128231265057769,0.0231423122881213,-0.0172232003902791,-0.000372014054171697,-0.00412977770774902,0.00635493329432254,-0.0183544822076566,-0.0600107490801993,-0.0366628441991117,-0.0490337505404994,0.039784101706857,-0.0291812808578842,-0.042845423919448,0.0132461890901144,0.0346495474110706,0.00886051642472269,-0.0135137918864518,0.00244943392286319,0.0157678047641998,0.0175906488384494,-0.0130264023622077,-0.00823415429826955,0.00271274587740985,-0.0339334670139134,-0.0323224275808265,0.00182467370654623,0.0229664362372975,0.0284576316991041,0.0468147093382939,-0.00909990684929707,-0.0342209416595869,-0.0361409418612485,-0.00747562022374918,-0.00889914684471212,0.0230634042007664,0.00266641335370149,-0.0524183066735283,-0.00729097528571811,-0.0266667635464813,0.00119810010444947,0.0244968543518074,-0.0440499900692339,0.00861615088938849,-0.010255019392342
"JobRoleManufacturing.Director",-0.0429106044881866,0.00528776041475179,0.043482954116985,0.0259228691959506,-0.0114628959045429,0.0210220346102915,-0.0151612377079267,-0.0120663100195521,0.0249742332358241,0.0297563655473499,-0.0318465515400221,0.0123815541750513,0.00138185948379212,0.006897679233051,0.00437726979939892,0.00312689793732001,-0.0285065386971373,0.0392128641668139,-0.0265579875773253,0.000857627135816322,-0.0106530004157271,0.0201567286364391,-0.0301605388653142,-0.0199247534788157,0.002537979205437,0.0173083131228147,0.0091136477978004,0.00239796403436173,-0.00215943684549637,-0.00639180966785153,-0.0635767077427741,-0.152480633171304,-0.090178631742844,1,-0.0793151188393041,-0.164818732021047,-0.17637951126267,-0.0803806138968511,0.00904236908867576,-0.0261600355597819,0.0266857081383032,0.000246790376035013,-0.0194463738813495,-0.00173713065740296,0.0340718263446402,-0.0212044108921908,-0.0189129655537286,0.0314382505142171,-0.000477402495514153,-0.00886700594353576,0.0534804522645751,-0.00178677633667595,0.0417634647089931,0.0167779183846567,-0.0268747582898464,-0.017611316142421,0.0231158006552596,-0.0138703755188989,-0.00419814102766158,-0.00601265227539129,0.0020574943038266,-0.0495975673813613,0.0354405240720781,0.0269983337646668,-0.0233247195507759,-0.0181344400882929,0.0162774361168312,-0.0330262112042642,-0.00875114689460411,0.00240669722211063,0.0160215861348192,-0.0117594070180137,0.00487500197921092,-0.0108796792272569,-0.0045605805495105,-0.00753467056405087,0.0383539869332282,0.0107050283604257,0.00759017587060267,-0.00363209332595569,-0.0205738355834321,-0.0129040241956006,0.017308517690625,-0.0311088052876798,-0.0214889814351201,0.0216492755097729,0.0139851585518991
"JobRoleResearch.Director",0.0445197143305479,0.003147003597378,-0.00131562384758761,0.00901247278696399,-0.0545587161052763,0.0435232213116966,0.0302881927797534,-0.0152837512974853,0.00296306494713541,-0.00906317909887281,0.0139935286024627,0.0156620803009382,0.0048431754835829,0.0134815344775242,-0.00948787239380076,0.013436926415356,0.00470277874766895,0.0203862296380707,-0.017445444205842,-0.00517029327981426,0.0212895875460551,0.00932973625337137,0.0340315764559073,-0.0341733082751227,0.00918052610853337,5.00610656886557e-05,0.0161238924096111,-0.0489265125113498,0.0468428909659495,0.0291548820507966,-0.04633928918544,-0.111138880992263,-0.0657286896890929,-0.0793151188393041,1,-0.120131777147094,-0.128558106718202,-0.0585871877376779,-0.0279453149410546,0.0514232358908934,-0.0403388725910735,-0.0285185008938224,0.0708730079760976,0.00322946679224098,0.0044853511559417,-0.0241614110480891,0.0380492691271212,-0.0098001313283193,-0.0133038191388981,0.00211886253556635,-0.00482998898724674,-0.0335037714090257,-0.025797839167294,-0.0174151918493363,0.00511058035327601,0.0383937817040677,0.0191480773678725,-0.00688898197166446,-0.031232414553338,0.0155146192635657,0.0553024506197612,0.0554305540168456,-0.00576507617243721,0.0027558323294287,-0.0427108047558887,0.0173534341274721,0.0365431321341414,0.00634557382435422,-0.0258354184177318,-0.0035744060329247,0.00193458588940387,-0.0298307217830001,0.0214624727623929,0.0166607185719204,-0.00958748658096386,-0.000332050196043281,0.0121564015563985,-0.0119411762034582,0.0175992677994353,0.00665225911433706,-0.0270536389291821,-0.00233139576996759,0.00633643529989321,0.0243438994451045,0.0188326845473336,-0.0130514608752521,0.000447293907189248
"JobRoleResearch.Scientist",0.0302772831981655,-0.0313148615925896,-0.0126227743989127,0.0149013381147511,-0.00208265048828426,-0.0389193793556038,0.0152626052915369,0.0230479437553475,0.00645086757577906,-0.0485524106218852,0.0238809542256254,0.0304447948132991,-0.0163500770654523,-0.0157043657445988,0.0278095878694267,-0.0180913736853239,0.000198855209970261,0.0243898991857632,-0.0275342359264545,-0.0070215895785134,0.00873044221216199,0.000249109691878834,0.0117720573716312,0.0293920657826012,-0.00342780959343747,-0.0503996581719982,0.0166433662370157,-0.00824879836155797,0.0189697116298777,-0.00042228874684916,-0.0962941617949905,-0.230949278163415,-0.136585804200961,-0.164818732021047,-0.120131777147094,1,-0.267146849811192,-0.121745590713507,-0.0225807836725715,0.032284290607136,0.000433378841063266,0.00136005610382299,0.0204112907166632,-0.0313109510999504,-0.00560976176567565,-0.00317773884009861,-0.0035858663223964,-0.0070782578130107,-0.00552203189586803,-0.0144552590569916,0.029767082095341,0.0125725342420387,-0.00203240454288901,-0.0383204431897998,0.0351732726976585,-0.0309445358952059,-0.0237771488790261,0.00861594696278769,0.0232436786768557,-0.0300455954351049,-0.021360340765266,0.00466576837696739,-0.00456725401827342,-0.00842062360181975,0.0402518372682521,-0.0247414900278346,0.0139470598986975,-0.00318950741745523,-0.00576238152084926,0.00451702636577788,-0.0203996372950999,0.00267019492855844,0.0223140346954958,-0.0263404185419058,0.0400598652274061,0.0427193731669801,-0.0123837515708783,-0.0179038056592389,0.0339259942423029,0.0157750297691332,0.0123750232336437,-0.00215006524174708,0.00781277936698241,-0.00667820853194011,-0.00629179045725029,0.00473659272665564,-0.0170088509144421
"JobRoleSales.Executive",0.0113704832409101,0.00296466603340194,0.00596098743287857,0.000278224184243834,0.0313141526315034,-0.0301617900523439,0.0154958688539546,-0.0130011225441731,-0.00357227325842055,0.0203181481701026,-0.016629894547465,0.0142539039218829,-0.00869529225720424,0.00050498765761568,0.0113164696575469,-0.0275338165890238,0.0547289556426692,-0.0112501115137738,-0.00654840940904633,-0.0106527643757117,-0.00313658187249036,-0.0245868863300698,0.00310266440435832,0.0117147369299802,-0.0163987364770528,0.03849220846696,-0.0505740416036004,0.0164718644032618,-0.020641198020341,0.00612719986918265,-0.103048464131371,-0.247148611747164,-0.146166258500933,-0.17637951126267,-0.128558106718202,-0.267146849811192,1,-0.130285117019899,0.0474182862374428,-0.0386271499129562,0.00201980339242276,0.0188264204867944,-0.0154800969980008,0.0463522551789742,-0.0334352610398995,-0.0150690667740075,-0.00573502975949523,-0.0450599713084921,0.0143320406425172,0.0063802198724097,-0.0046847001294631,0.0511917567760705,-0.00381299504718055,-0.034535324518562,0.0427567996331771,0.0387900526520101,-0.0265747277167274,0.0347213027267623,-0.0261792641418218,0.0425275777474606,-0.0365045225642161,-0.00374421720295393,0.01550507613492,-0.0370751872728169,-0.0234489637787762,-0.0122615687443286,0.00150064755881699,0.0180265493556815,0.0128766571946218,-0.0119312574760645,-0.000686866929473791,-0.00606665623115119,-0.0191309914968677,-0.00523138016879095,0.0188773900483669,-0.0388404117508143,0.000170268119510753,-0.0243537351483636,-0.0229224868261516,0.0428640288479627,0.00326034155211016,-0.00489949951591148,-0.006141229188312,0.0387885749314869,-0.0320268171255932,0.00343570640146806,-0.0158601856849841
"JobRoleSales.Representative",-0.00810904333746454,0.0125694712378163,-0.0146279540750998,-0.0417344780216297,0.00995580715859455,-0.0240594232049777,0.0216800661845116,0.0350558990634357,0.0254546768783053,-0.0129915493107702,-0.00556201776461623,-0.0414459708109757,-0.00580883880991822,0.000511347863390074,-0.000780634133344548,-0.0128856181503292,-0.00403278096762298,-0.0345151724481133,0.0245032334799995,0.0354183833151928,-0.0401225503066912,-0.0122862062434124,-0.0203877563122916,0.0229257182858378,0.0164680686341054,-0.0124863527588046,0.0155533624691303,-0.0338554210265891,-0.0449218044300154,0.0322573380906113,-0.0469617970290879,-0.112631886741122,-0.0666116688112028,-0.0803806138968511,-0.0585871877376779,-0.121745590713507,-0.130285117019899,1,0.00130774926318027,-0.000987834729794642,-0.0190591489796343,0.010372604753491,-0.000382748464671709,0.00123786422595903,-0.00681958012299575,0.0178880690768716,0.0131077758902796,0.000553212468090458,-0.00343413043964392,0.0362435314687168,-0.0264035927032227,-0.0346157434394532,0.00134602189129612,-0.00512788087812721,0.00503334846619877,0.0361098964299789,0.0357127107552452,-0.0523907825145663,0.0280628476815294,-0.00632622395004958,-0.012054691415871,-0.0128703198465235,-0.00270512293341075,0.0302150611443582,-0.0263324391368707,0.0652294441580542,0.0110723320005661,-0.0187466583676904,-0.0369975531167986,-0.00328655866672169,-0.0360130823035296,0.0119804092617515,0.0157954994769541,-0.0046300382359403,-0.0244710063103473,-0.0113823544759979,-0.042656810177391,0.0134357549609381,-0.0016483810361693,-0.062294603908697,0.0159780854160731,-0.0217077847290467,0.0443075057737493,-0.00190638110735869,0.0131100604778289,-0.0139932676829908,0.0257854470245488
"MaritalStatusMarried",-0.0852690991484083,0.0288247214293555,0.0101598309325649,-0.00241283887084842,0.00728821999903692,-0.00737889501285954,0.00856800668699951,-0.0239517916467591,0.037474762880873,0.0324117040820278,-0.0534979174941154,0.00966124434279633,0.0290447083797018,-0.0301179116617226,-0.0123494170076838,-0.0140272013958208,0.0136353323402383,-0.0291975427890591,0.0544176375337277,0.0261338823697645,-0.037024630967601,0.00411427228483576,-0.0116172294738257,-0.0156314511171086,0.0500631470284587,-0.00300556545942648,-0.0133030377911782,0.0294640197381765,0.0173834257683946,-0.0199881400986772,0.0112590785884349,-0.0069068443904074,-0.0493896377787656,0.00904236908867576,-0.0279453149410546,-0.0225807836725715,0.0474182862374428,0.00130774926318027,1,-0.63250374175747,-0.0349632979049279,0.0101039397676702,0.041467321296196,0.0416045540861332,-0.010841311655403,-0.0332556287025999,-0.0412943523513826,-0.0198277165224215,0.0137709618472432,-0.0236293764505461,0.00542882267083239,-0.0328661129778254,0.0288638778595974,-0.00272415707703926,-0.0108101411959415,0.0246556076776362,-0.0127598801121808,-0.0181757761925124,0.0314903114495054,-0.012140198443531,-0.0146552492806397,-0.0112462101578197,0.0332774702587897,-0.0668711178675185,-0.00479140174392842,0.00756729596157247,-0.00293345547871686,0.0360081195312371,-0.0266803276092902,0.0348852487512944,0.010631258186524,5.38711318655121e-05,0.0119674092812732,-0.0250425798870846,0.0498547299045115,-0.0160825204823216,0.0779155376004385,0.0282079956746951,-0.0155240733126924,-0.0027184247540386,0.0403755089807309,0.0383375673137255,-0.015480563103603,-0.0298882038702123,0.00570239108149188,0.0557359831799753,0.00852005838850246
"MaritalStatusSingle",0.171302680174667,-0.00882817349342861,-0.0538663217563478,-0.00308558452153537,-0.00190931689750288,0.0156015627893317,0.000683179564836657,0.0112363639745912,-0.0221795068970349,-0.034469708868285,0.0403705298432118,-0.00697256861459348,-0.019022207256491,0.0347259295754935,-0.0258898561166501,0.0290332624000803,-0.00590189272605026,0.0216493920869652,-0.0159898303801875,-0.00748576473714378,-0.00439951207353391,0.0449583910677023,-0.0251350638654581,-0.0111101553969322,-0.0440144344795745,-0.00945689513710958,0.0244935969724165,-0.0447617636798464,-0.0394798122539373,0.0245328903889379,0.0174321857520886,-0.00300236121856684,0.0350487597758308,-0.0261600355597819,0.0514232358908934,0.032284290607136,-0.0386271499129562,-0.000987834729794642,-0.63250374175747,1,0.0495344239735701,-0.0336941715086937,-0.025263346310438,-0.0560562429759652,-0.0428448835315178,0.0198148158474811,0.0324329728628292,0.0214838972699514,-0.0120452340274692,0.0176716833302515,0.00357200737958591,0.0226658127589209,-0.0351330691357535,0.00520838764660989,-0.00790210697895839,0.00651505826413609,0.00512083016234634,0.0216502534001328,-0.0499529166836285,0.00836444645738832,0.0184745777227342,0.00811544498482194,-0.0303750254393997,0.0450801587352039,-0.0101044155840603,0.00621824162954912,0.02492144142473,-0.079859761534089,-0.000887678483757415,-0.0189768576475253,-0.0343927088132999,0.0149434478147179,-0.00401525409748441,0.0130653275716915,-0.0529973287407917,0.0244375050008758,-0.0573468521542383,-0.0117190123942988,0.00560059566634197,-0.00798468319940945,-0.0440585246095777,-0.0269051520426156,-0.00116866877630984,0.0187945846009145,-0.00608410604489823,-0.0826397967328248,-0.0263284089719704
